strain,sex,id,replicate,drug,dose,dosecode,cells,viability
PWK/PhJ,m,SEL_3511,3,selumetinib,11.111,D,"B cells",102.12
PWK/PhJ,m,SEL_3512,4,selumetinib,11.111,D,"B cells",104.35
PWK/PhJ,m,SEL_3517,1,selumetinib,100,E,"B cells",92.30
PWK/PhJ,m,SEL_3518,2,selumetinib,100,E,"B cells",100.78
PWK/PhJ,m,SEL_3519,3,selumetinib,100,E,"B cells",103.35
PWK/PhJ,m,SEL_3520,4,selumetinib,100,E,"B cells",109.93
PWK/PhJ,m,SEL_3521,1,selumetinib,0,ctrl,monocytes,99.91
PWK/PhJ,m,SEL_3522,2,selumetinib,0,ctrl,monocytes,86.50
PWK/PhJ,m,SEL_3523,3,selumetinib,0,ctrl,monocytes,95.91
PWK/PhJ,m,SEL_3524,4,selumetinib,0,ctrl,monocytes,117.68
PWK/PhJ,m,SEL_3529,1,selumetinib,0.046,A,monocytes,102.03
PWK/PhJ,m,SEL_3530,2,selumetinib,0.046,A,monocytes,85.20
PWK/PhJ,m,SEL_3531,3,selumetinib,0.046,A,monocytes,104.74
PWK/PhJ,m,SEL_3532,4,selumetinib,0.046,A,monocytes,115.33
PWK/PhJ,m,SEL_3533,1,selumetinib,0.137,B,monocytes,99.79
PWK/PhJ,m,SEL_3534,2,selumetinib,0.137,B,monocytes,86.03
PWK/PhJ,m,SEL_3535,3,selumetinib,0.137,B,monocytes,84.02
PWK/PhJ,m,SEL_3536,4,selumetinib,0.137,B,monocytes,95.79
PWK/PhJ,m,SEL_3541,1,selumetinib,1.235,C,monocytes,96.38
PWK/PhJ,m,SEL_3542,2,selumetinib,1.235,C,monocytes,93.44
PWK/PhJ,m,SEL_3543,3,selumetinib,1.235,C,monocytes,87.32
PWK/PhJ,m,SEL_3544,4,selumetinib,1.235,C,monocytes,105.91
PWK/PhJ,m,SEL_3549,1,selumetinib,11.111,D,monocytes,106.15
PWK/PhJ,m,SEL_3550,2,selumetinib,11.111,D,monocytes,105.56
PWK/PhJ,m,SEL_3551,3,selumetinib,11.111,D,monocytes,95.20
PWK/PhJ,m,SEL_3552,4,selumetinib,11.111,D,monocytes,98.97
PWK/PhJ,m,SEL_3557,1,selumetinib,100,E,monocytes,101.68
PWK/PhJ,m,SEL_3558,2,selumetinib,100,E,monocytes,114.50
PWK/PhJ,m,SEL_3559,3,selumetinib,100,E,monocytes,109.09
PWK/PhJ,m,SEL_3560,4,selumetinib,100,E,monocytes,111.80
PWK/PhJ,m,SEL_3561,1,selumetinib,0,ctrl,"T cells",98.51
PWK/PhJ,m,SEL_3562,2,selumetinib,0,ctrl,"T cells",92.00
PWK/PhJ,m,SEL_3563,3,selumetinib,0,ctrl,"T cells",102.41
PWK/PhJ,m,SEL_3564,4,selumetinib,0,ctrl,"T cells",107.08
PWK/PhJ,m,SEL_3569,1,selumetinib,0.046,A,"T cells",101.33
PWK/PhJ,m,SEL_3570,2,selumetinib,0.046,A,"T cells",94.39
PWK/PhJ,m,SEL_3571,3,selumetinib,0.046,A,"T cells",105.89
PWK/PhJ,m,SEL_3572,4,selumetinib,0.046,A,"T cells",106.97
PWK/PhJ,m,SEL_3573,1,selumetinib,0.137,B,"T cells",98.29
PWK/PhJ,m,SEL_3574,2,selumetinib,0.137,B,"T cells",95.47
PWK/PhJ,m,SEL_3575,3,selumetinib,0.137,B,"T cells",101.00
PWK/PhJ,m,SEL_3576,4,selumetinib,0.137,B,"T cells",103.82
PWK/PhJ,m,SEL_3581,1,selumetinib,1.235,C,"T cells",101.33
PWK/PhJ,m,SEL_3582,2,selumetinib,1.235,C,"T cells",94.93
PWK/PhJ,m,SEL_3583,3,selumetinib,1.235,C,"T cells",101.55
PWK/PhJ,m,SEL_3584,4,selumetinib,1.235,C,"T cells",105.67
PWK/PhJ,m,SEL_3589,1,selumetinib,11.111,D,"T cells",102.63
PWK/PhJ,m,SEL_3590,2,selumetinib,11.111,D,"T cells",98.40
PWK/PhJ,m,SEL_3591,3,selumetinib,11.111,D,"T cells",103.82
PWK/PhJ,m,SEL_3592,4,selumetinib,11.111,D,"T cells",103.82
PWK/PhJ,m,SEL_3597,1,selumetinib,100,E,"T cells",96.01
PWK/PhJ,m,SEL_3598,2,selumetinib,100,E,"T cells",102.52
PWK/PhJ,m,SEL_3599,3,selumetinib,100,E,"T cells",105.02
PWK/PhJ,m,SEL_3600,4,selumetinib,100,E,"T cells",107.62
RIIIS/J,m,BEZ_3601,1,BEZ235,0,ctrl,"B cells",99.63
RIIIS/J,m,BEZ_3602,2,BEZ235,0,ctrl,"B cells",100.90
RIIIS/J,m,BEZ_3603,3,BEZ235,0,ctrl,"B cells",100.16
RIIIS/J,m,BEZ_3604,4,BEZ235,0,ctrl,"B cells",99.31
RIIIS/J,m,BEZ_3609,1,BEZ235,0.046,A,"B cells",96.23
RIIIS/J,m,BEZ_3610,2,BEZ235,0.046,A,"B cells",98.25
RIIIS/J,m,BEZ_3611,3,BEZ235,0.046,A,"B cells",98.35
RIIIS/J,m,BEZ_3612,4,BEZ235,0.046,A,"B cells",94.42
RIIIS/J,m,BEZ_3613,1,BEZ235,0.137,B,"B cells",94.42
RIIIS/J,m,BEZ_3614,2,BEZ235,0.137,B,"B cells",102.07
RIIIS/J,m,BEZ_3615,3,BEZ235,0.137,B,"B cells",96.44
RIIIS/J,m,BEZ_3616,4,BEZ235,0.137,B,"B cells",97.29
RIIIS/J,m,BEZ_3621,1,BEZ235,1.235,C,"B cells",97.18
RIIIS/J,m,BEZ_3622,2,BEZ235,1.235,C,"B cells",101.12
RIIIS/J,m,BEZ_3623,3,BEZ235,1.235,C,"B cells",98.25
RIIIS/J,m,BEZ_3624,4,BEZ235,1.235,C,"B cells",96.65
RIIIS/J,m,BEZ_3629,1,BEZ235,11.111,D,"B cells",95.48
RIIIS/J,m,BEZ_3630,2,BEZ235,11.111,D,"B cells",102.92
RIIIS/J,m,BEZ_3631,3,BEZ235,11.111,D,"B cells",95.16
RIIIS/J,m,BEZ_3632,4,BEZ235,11.111,D,"B cells",92.50
RIIIS/J,m,BEZ_3637,1,BEZ235,100,E,"B cells",82.51
RIIIS/J,m,BEZ_3638,2,BEZ235,100,E,"B cells",96.76
RIIIS/J,m,BEZ_3639,3,BEZ235,100,E,"B cells",80.70
RIIIS/J,m,BEZ_3640,4,BEZ235,100,E,"B cells",73.47
RIIIS/J,m,BEZ_3641,1,BEZ235,0,ctrl,monocytes,79.50
RIIIS/J,m,BEZ_3642,2,BEZ235,0,ctrl,monocytes,116.63
RIIIS/J,m,BEZ_3643,3,BEZ235,0,ctrl,monocytes,83.38
RIIIS/J,m,BEZ_3644,4,BEZ235,0,ctrl,monocytes,120.50
RIIIS/J,m,BEZ_3649,1,BEZ235,0.046,A,monocytes,62.50
RIIIS/J,m,BEZ_3650,2,BEZ235,0.046,A,monocytes,80.88
RIIIS/J,m,BEZ_3651,3,BEZ235,0.046,A,monocytes,80.38
RIIIS/J,m,BEZ_3652,4,BEZ235,0.046,A,monocytes,90.00
RIIIS/J,m,BEZ_3653,1,BEZ235,0.137,B,monocytes,46.88
RIIIS/J,m,BEZ_3654,2,BEZ235,0.137,B,monocytes,118.75
RIIIS/J,m,BEZ_3655,3,BEZ235,0.137,B,monocytes,125.00
RIIIS/J,m,BEZ_3656,4,BEZ235,0.137,B,monocytes,72.00
RIIIS/J,m,BEZ_3661,1,BEZ235,1.235,C,monocytes,97.25
RIIIS/J,m,BEZ_3662,2,BEZ235,1.235,C,monocytes,104.88
RIIIS/J,m,BEZ_3663,3,BEZ235,1.235,C,monocytes,93.75
RIIIS/J,m,BEZ_3664,4,BEZ235,1.235,C,monocytes,97.25
RIIIS/J,m,BEZ_3669,1,BEZ235,11.111,D,monocytes,93.25
RIIIS/J,m,BEZ_3670,2,BEZ235,11.111,D,monocytes,120.25
RIIIS/J,m,BEZ_3671,3,BEZ235,11.111,D,monocytes,103.00
RIIIS/J,m,BEZ_3672,4,BEZ235,11.111,D,monocytes,93.75
RIIIS/J,m,BEZ_3677,1,BEZ235,100,E,monocytes,77.63
RIIIS/J,m,BEZ_3678,2,BEZ235,100,E,monocytes,98.63
RIIIS/J,m,BEZ_3679,3,BEZ235,100,E,monocytes,77.25
RIIIS/J,m,BEZ_3680,4,BEZ235,100,E,monocytes,95.63
RIIIS/J,m,BEZ_3681,1,BEZ235,0,ctrl,"T cells",99.42
RIIIS/J,m,BEZ_3682,2,BEZ235,0,ctrl,"T cells",101.32
RIIIS/J,m,BEZ_3683,3,BEZ235,0,ctrl,"T cells",100.90
RIIIS/J,m,BEZ_3684,4,BEZ235,0,ctrl,"T cells",98.37
RIIIS/J,m,BEZ_3689,1,BEZ235,0.046,A,"T cells",91.94
RIIIS/J,m,BEZ_3690,2,BEZ235,0.046,A,"T cells",95.95
RIIIS/J,m,BEZ_3691,3,BEZ235,0.046,A,"T cells",96.47
RIIIS/J,m,BEZ_3692,4,BEZ235,0.046,A,"T cells",97.53
RIIIS/J,m,BEZ_3693,1,BEZ235,0.137,B,"T cells",91.10
RIIIS/J,m,BEZ_3694,2,BEZ235,0.137,B,"T cells",102.37
RIIIS/J,m,BEZ_3695,3,BEZ235,0.137,B,"T cells",101.32
RIIIS/J,m,BEZ_3696,4,BEZ235,0.137,B,"T cells",96.05
RIIIS/J,m,BEZ_3701,1,BEZ235,1.235,C,"T cells",91.94
RIIIS/J,m,BEZ_3702,2,BEZ235,1.235,C,"T cells",99.95
RIIIS/J,m,BEZ_3703,3,BEZ235,1.235,C,"T cells",92.89
RIIIS/J,m,BEZ_3704,4,BEZ235,1.235,C,"T cells",95.21
RIIIS/J,m,BEZ_3709,1,BEZ235,11.111,D,"T cells",89.42
RIIIS/J,m,BEZ_3710,2,BEZ235,11.111,D,"T cells",104.16
RIIIS/J,m,BEZ_3711,3,BEZ235,11.111,D,"T cells",90.68
RIIIS/J,m,BEZ_3712,4,BEZ235,11.111,D,"T cells",100.05
RIIIS/J,m,BEZ_3717,1,BEZ235,100,E,"T cells",77.20
RIIIS/J,m,BEZ_3718,2,BEZ235,100,E,"T cells",98.79
RIIIS/J,m,BEZ_3719,3,BEZ235,100,E,"T cells",77.94
RIIIS/J,m,BEZ_3720,4,BEZ235,100,E,"T cells",79.52
RIIIS/J,m,DOX_3601,1,doxorubicin,0,ctrl,"B cells",59.99
RIIIS/J,m,DOX_3602,2,doxorubicin,0,ctrl,"B cells",71.51
RIIIS/J,m,DOX_3603,3,doxorubicin,0,ctrl,"B cells",100.54
RIIIS/J,m,DOX_3604,4,doxorubicin,0,ctrl,"B cells",167.97
RIIIS/J,m,DOX_3609,1,doxorubicin,0.046,A,"B cells",96.46
RIIIS/J,m,DOX_3610,2,doxorubicin,0.046,A,"B cells",55.91
RIIIS/J,m,DOX_3611,3,doxorubicin,0.046,A,"B cells",92.86
RIIIS/J,m,DOX_3612,4,doxorubicin,0.046,A,"B cells",85.42
RIIIS/J,m,DOX_3613,1,doxorubicin,0.137,B,"B cells",41.27
RIIIS/J,m,DOX_3614,2,doxorubicin,0.137,B,"B cells",25.67
RIIIS/J,m,DOX_3615,3,doxorubicin,0.137,B,"B cells",72.47
RIIIS/J,m,DOX_3616,4,doxorubicin,0.137,B,"B cells",40.31
RIIIS/J,m,DOX_3621,1,doxorubicin,1.235,C,"B cells",32.63
RIIIS/J,m,DOX_3622,2,doxorubicin,1.235,C,"B cells",14.57
RIIIS/J,m,DOX_3623,3,doxorubicin,1.235,C,"B cells",28.55
RIIIS/J,m,DOX_3624,4,doxorubicin,1.235,C,"B cells",54.47
RIIIS/J,m,DOX_3629,1,doxorubicin,11.111,D,"B cells",6.21
RIIIS/J,m,DOX_3630,2,doxorubicin,11.111,D,"B cells",4.70
RIIIS/J,m,DOX_3631,3,doxorubicin,11.111,D,"B cells",5.64
RIIIS/J,m,DOX_3632,4,doxorubicin,11.111,D,"B cells",3.79
RIIIS/J,m,DOX_3637,1,doxorubicin,100,E,"B cells",9.00
RIIIS/J,m,DOX_3638,2,doxorubicin,100,E,"B cells",2.93
RIIIS/J,m,DOX_3639,3,doxorubicin,100,E,"B cells",4.10
RIIIS/J,m,DOX_3640,4,doxorubicin,100,E,"B cells",1.39
RIIIS/J,m,DOX_3641,1,doxorubicin,0,ctrl,monocytes,91.26
RIIIS/J,m,DOX_3642,2,doxorubicin,0,ctrl,monocytes,99.82
RIIIS/J,m,DOX_3643,3,doxorubicin,0,ctrl,monocytes,80.17
RIIIS/J,m,DOX_3644,4,doxorubicin,0,ctrl,monocytes,128.75
RIIIS/J,m,DOX_3649,1,doxorubicin,0.046,A,monocytes,114.00
RIIIS/J,m,DOX_3650,2,doxorubicin,0.046,A,monocytes,86.49
RIIIS/J,m,DOX_3651,3,doxorubicin,0.046,A,monocytes,96.60
RIIIS/J,m,DOX_3652,4,doxorubicin,0.046,A,monocytes,91.96
RIIIS/J,m,DOX_3653,1,doxorubicin,0.137,B,monocytes,77.36
RIIIS/J,m,DOX_3654,2,doxorubicin,0.137,B,monocytes,89.29
RIIIS/J,m,DOX_3655,3,doxorubicin,0.137,B,monocytes,114.29
RIIIS/J,m,DOX_3656,4,doxorubicin,0.137,B,monocytes,84.66
RIIIS/J,m,DOX_3661,1,doxorubicin,1.235,C,monocytes,81.85
RIIIS/J,m,DOX_3662,2,doxorubicin,1.235,C,monocytes,82.41
RIIIS/J,m,DOX_3663,3,doxorubicin,1.235,C,monocytes,102.07
RIIIS/J,m,DOX_3664,4,doxorubicin,1.235,C,monocytes,77.22
RIIIS/J,m,DOX_3669,1,doxorubicin,11.111,D,monocytes,44.23
RIIIS/J,m,DOX_3670,2,doxorubicin,11.111,D,monocytes,34.82
RIIIS/J,m,DOX_3671,3,doxorubicin,11.111,D,monocytes,42.12
RIIIS/J,m,DOX_3672,4,doxorubicin,11.111,D,monocytes,49.00
RIIIS/J,m,DOX_3677,1,doxorubicin,100,E,monocytes,3.02
RIIIS/J,m,DOX_3678,2,doxorubicin,100,E,monocytes,8.14
RIIIS/J,m,DOX_3679,3,doxorubicin,100,E,monocytes,20.08
RIIIS/J,m,DOX_3680,4,doxorubicin,100,E,monocytes,2.99
RIIIS/J,m,DOX_3681,1,doxorubicin,0,ctrl,"T cells",94.60
RIIIS/J,m,DOX_3682,2,doxorubicin,0,ctrl,"T cells",95.67
RIIIS/J,m,DOX_3683,3,doxorubicin,0,ctrl,"T cells",96.63
RIIIS/J,m,DOX_3684,4,doxorubicin,0,ctrl,"T cells",113.11
RIIIS/J,m,DOX_3689,1,doxorubicin,0.046,A,"T cells",101.05
RIIIS/J,m,DOX_3690,2,doxorubicin,0.046,A,"T cells",98.06
RIIIS/J,m,DOX_3691,3,doxorubicin,0.046,A,"T cells",99.13
RIIIS/J,m,DOX_3692,4,doxorubicin,0.046,A,"T cells",109.53
RIIIS/J,m,DOX_3693,1,doxorubicin,0.137,B,"T cells",92.68
RIIIS/J,m,DOX_3694,2,doxorubicin,0.137,B,"T cells",104.39
RIIIS/J,m,DOX_3695,3,doxorubicin,0.137,B,"T cells",106.42
RIIIS/J,m,DOX_3696,4,doxorubicin,0.137,B,"T cells",100.45
RIIIS/J,m,DOX_3701,1,doxorubicin,1.235,C,"T cells",100.09
RIIIS/J,m,DOX_3702,2,doxorubicin,1.235,C,"T cells",99.37
RIIIS/J,m,DOX_3703,3,doxorubicin,1.235,C,"T cells",95.43
RIIIS/J,m,DOX_3704,4,doxorubicin,1.235,C,"T cells",108.69
RIIIS/J,m,DOX_3709,1,doxorubicin,11.111,D,"T cells",93.88
RIIIS/J,m,DOX_3710,2,doxorubicin,11.111,D,"T cells",96.03
RIIIS/J,m,DOX_3711,3,doxorubicin,11.111,D,"T cells",92.45
RIIIS/J,m,DOX_3712,4,doxorubicin,11.111,D,"T cells",102.96
RIIIS/J,m,DOX_3717,1,doxorubicin,100,E,"T cells",26.28
RIIIS/J,m,DOX_3718,2,doxorubicin,100,E,"T cells",19.95
RIIIS/J,m,DOX_3719,3,doxorubicin,100,E,"T cells",48.85
RIIIS/J,m,DOX_3720,4,doxorubicin,100,E,"T cells",42.16
RIIIS/J,m,IDA_3601,1,idarubicin,0,ctrl,"B cells",57.60
RIIIS/J,m,IDA_3602,2,idarubicin,0,ctrl,"B cells",113.75
RIIIS/J,m,IDA_3603,3,idarubicin,0,ctrl,"B cells",129.16
RIIIS/J,m,IDA_3604,4,idarubicin,0,ctrl,"B cells",99.49
RIIIS/J,m,IDA_3609,1,idarubicin,0.046,A,"B cells",126.55
RIIIS/J,m,IDA_3610,2,idarubicin,0.046,A,"B cells",77.96
RIIIS/J,m,IDA_3611,3,idarubicin,0.046,A,"B cells",128.29
RIIIS/J,m,IDA_3612,4,idarubicin,0.046,A,"B cells",75.05
RIIIS/J,m,IDA_3613,1,idarubicin,0.137,B,"B cells",75.64
RIIIS/J,m,IDA_3614,2,idarubicin,0.137,B,"B cells",75.05
RIIIS/J,m,IDA_3615,3,idarubicin,0.137,B,"B cells",141.67
RIIIS/J,m,IDA_3616,4,idarubicin,0.137,B,"B cells",67.49
RIIIS/J,m,IDA_3621,1,idarubicin,1.235,C,"B cells",47.42
RIIIS/J,m,IDA_3622,2,idarubicin,1.235,C,"B cells",38.98
RIIIS/J,m,IDA_3623,3,idarubicin,1.235,C,"B cells",60.80
RIIIS/J,m,IDA_3624,4,idarubicin,1.235,C,"B cells",91.93
RIIIS/J,m,IDA_3629,1,idarubicin,11.111,D,"B cells",4.92
RIIIS/J,m,IDA_3630,2,idarubicin,11.111,D,"B cells",6.95
RIIIS/J,m,IDA_3631,3,idarubicin,11.111,D,"B cells",7.71
RIIIS/J,m,IDA_3632,4,idarubicin,11.111,D,"B cells",9.45
RIIIS/J,m,IDA_3637,1,idarubicin,100,E,"B cells",1.89
RIIIS/J,m,IDA_3638,2,idarubicin,100,E,"B cells",2.41
RIIIS/J,m,IDA_3639,3,idarubicin,100,E,"B cells",3.52
RIIIS/J,m,IDA_3640,4,idarubicin,100,E,"B cells",0.87
RIIIS/J,m,IDA_3641,1,idarubicin,0,ctrl,monocytes,95.68
RIIIS/J,m,IDA_3642,2,idarubicin,0,ctrl,monocytes,124.58
RIIIS/J,m,IDA_3643,3,idarubicin,0,ctrl,monocytes,113.29
RIIIS/J,m,IDA_3644,4,idarubicin,0,ctrl,monocytes,66.45
RIIIS/J,m,IDA_3649,1,idarubicin,0.046,A,monocytes,138.37
RIIIS/J,m,IDA_3650,2,idarubicin,0.046,A,monocytes,106.98
RIIIS/J,m,IDA_3651,3,idarubicin,0.046,A,monocytes,144.85
RIIIS/J,m,IDA_3652,4,idarubicin,0.046,A,monocytes,103.49
RIIIS/J,m,IDA_3653,1,idarubicin,0.137,B,monocytes,103.82
RIIIS/J,m,IDA_3654,2,idarubicin,0.137,B,monocytes,78.90
RIIIS/J,m,IDA_3655,3,idarubicin,0.137,B,monocytes,120.76
RIIIS/J,m,IDA_3656,4,idarubicin,0.137,B,monocytes,106.98
RIIIS/J,m,IDA_3661,1,idarubicin,1.235,C,monocytes,93.85
RIIIS/J,m,IDA_3662,2,idarubicin,1.235,C,monocytes,55.32
RIIIS/J,m,IDA_3663,3,idarubicin,1.235,C,monocytes,90.03
RIIIS/J,m,IDA_3664,4,idarubicin,1.235,C,monocytes,113.62
RIIIS/J,m,IDA_3669,1,idarubicin,11.111,D,monocytes,48.34
RIIIS/J,m,IDA_3670,2,idarubicin,11.111,D,monocytes,55.32
RIIIS/J,m,IDA_3671,3,idarubicin,11.111,D,monocytes,81.73
RIIIS/J,m,IDA_3672,4,idarubicin,11.111,D,monocytes,62.29
RIIIS/J,m,IDA_3677,1,idarubicin,100,E,monocytes,0.00
RIIIS/J,m,IDA_3678,2,idarubicin,100,E,monocytes,9.05
RIIIS/J,m,IDA_3679,3,idarubicin,100,E,monocytes,0.00
RIIIS/J,m,IDA_3680,4,idarubicin,100,E,monocytes,9.77
RIIIS/J,m,IDA_3681,1,idarubicin,0,ctrl,"T cells",97.49
RIIIS/J,m,IDA_3682,2,idarubicin,0,ctrl,"T cells",104.44
RIIIS/J,m,IDA_3683,3,idarubicin,0,ctrl,"T cells",98.98
RIIIS/J,m,IDA_3684,4,idarubicin,0,ctrl,"T cells",99.10
RIIIS/J,m,IDA_3689,1,idarubicin,0.046,A,"T cells",108.29
RIIIS/J,m,IDA_3690,2,idarubicin,0.046,A,"T cells",104.94
RIIIS/J,m,IDA_3691,3,idarubicin,0.046,A,"T cells",111.15
RIIIS/J,m,IDA_3692,4,idarubicin,0.046,A,"T cells",102.08
RIIIS/J,m,IDA_3693,1,idarubicin,0.137,B,"T cells",104.44
RIIIS/J,m,IDA_3694,2,idarubicin,0.137,B,"T cells",104.07
RIIIS/J,m,IDA_3695,3,idarubicin,0.137,B,"T cells",104.07
RIIIS/J,m,IDA_3696,4,idarubicin,0.137,B,"T cells",101.83
RIIIS/J,m,IDA_3701,1,idarubicin,1.235,C,"T cells",98.98
RIIIS/J,m,IDA_3702,2,idarubicin,1.235,C,"T cells",98.23
RIIIS/J,m,IDA_3703,3,idarubicin,1.235,C,"T cells",100.71
RIIIS/J,m,IDA_3704,4,idarubicin,1.235,C,"T cells",105.43
RIIIS/J,m,IDA_3709,1,idarubicin,11.111,D,"T cells",54.02
RIIIS/J,m,IDA_3710,2,idarubicin,11.111,D,"T cells",54.77
RIIIS/J,m,IDA_3711,3,idarubicin,11.111,D,"T cells",51.04
RIIIS/J,m,IDA_3712,4,idarubicin,11.111,D,"T cells",26.45
RIIIS/J,m,IDA_3717,1,idarubicin,100,E,"T cells",0.00
RIIIS/J,m,IDA_3718,2,idarubicin,100,E,"T cells",0.60
RIIIS/J,m,IDA_3719,3,idarubicin,100,E,"T cells",0.22
RIIIS/J,m,IDA_3720,4,idarubicin,100,E,"T cells",0.57
RIIIS/J,m,SEL_3601,1,selumetinib,0,ctrl,"B cells",98.28
RIIIS/J,m,SEL_3602,2,selumetinib,0,ctrl,"B cells",104.08
RIIIS/J,m,SEL_3603,3,selumetinib,0,ctrl,"B cells",97.85
RIIIS/J,m,SEL_3604,4,selumetinib,0,ctrl,"B cells",99.79
RIIIS/J,m,SEL_3609,1,selumetinib,0.046,A,"B cells",100.54
RIIIS/J,m,SEL_3610,2,selumetinib,0.046,A,"B cells",101.07
RIIIS/J,m,SEL_3611,3,selumetinib,0.046,A,"B cells",97.10
RIIIS/J,m,SEL_3612,4,selumetinib,0.046,A,"B cells",99.46
RIIIS/J,m,SEL_3613,1,selumetinib,0.137,B,"B cells",99.14
RIIIS/J,m,SEL_3614,2,selumetinib,0.137,B,"B cells",98.82
RIIIS/J,m,SEL_3615,3,selumetinib,0.137,B,"B cells",98.61
RIIIS/J,m,SEL_3616,4,selumetinib,0.137,B,"B cells",99.25
RIIIS/J,m,SEL_3621,1,selumetinib,1.235,C,"B cells",98.82
RIIIS/J,m,SEL_3622,2,selumetinib,1.235,C,"B cells",100.43
RIIIS/J,m,SEL_3623,3,selumetinib,1.235,C,"B cells",99.79
RIIIS/J,m,SEL_3624,4,selumetinib,1.235,C,"B cells",105.36
RIIIS/J,m,SEL_3629,1,selumetinib,11.111,D,"B cells",98.07
RIIIS/J,m,SEL_3630,2,selumetinib,11.111,D,"B cells",99.68
RIIIS/J,m,SEL_3631,3,selumetinib,11.111,D,"B cells",103.22
RIIIS/J,m,SEL_3632,4,selumetinib,11.111,D,"B cells",101.39
RIIIS/J,m,SEL_3637,1,selumetinib,100,E,"B cells",100.97
RIIIS/J,m,SEL_3638,2,selumetinib,100,E,"B cells",91.95
RIIIS/J,m,SEL_3639,3,selumetinib,100,E,"B cells",104.83
RIIIS/J,m,SEL_3640,4,selumetinib,100,E,"B cells",100.75
RIIIS/J,m,SEL_3641,1,selumetinib,0,ctrl,monocytes,69.42
RIIIS/J,m,SEL_3642,2,selumetinib,0,ctrl,monocytes,138.84
RIIIS/J,m,SEL_3643,3,selumetinib,0,ctrl,monocytes,92.61
RIIIS/J,m,SEL_3644,4,selumetinib,0,ctrl,monocytes,99.13
RIIIS/J,m,SEL_3649,1,selumetinib,0.046,A,monocytes,88.02
RIIIS/J,m,SEL_3650,2,selumetinib,0.046,A,monocytes,109.55
RIIIS/J,m,SEL_3651,3,selumetinib,0.046,A,monocytes,121.49
RIIIS/J,m,SEL_3652,4,selumetinib,0.046,A,monocytes,138.84
RIIIS/J,m,SEL_3653,1,selumetinib,0.137,B,monocytes,84.14
RIIIS/J,m,SEL_3654,2,selumetinib,0.137,B,monocytes,80.94
RIIIS/J,m,SEL_3655,3,selumetinib,0.137,B,monocytes,131.07
RIIIS/J,m,SEL_3656,4,selumetinib,0.137,B,monocytes,138.84
RIIIS/J,m,SEL_3661,1,selumetinib,1.235,C,monocytes,87.47
RIIIS/J,m,SEL_3662,2,selumetinib,1.235,C,monocytes,99.13
RIIIS/J,m,SEL_3663,3,selumetinib,1.235,C,monocytes,96.08
RIIIS/J,m,SEL_3664,4,selumetinib,1.235,C,monocytes,111.07
RIIIS/J,m,SEL_3669,1,selumetinib,11.111,D,monocytes,94.97
RIIIS/J,m,SEL_3670,2,selumetinib,11.111,D,monocytes,87.47
RIIIS/J,m,SEL_3671,3,selumetinib,11.111,D,monocytes,130.65
RIIIS/J,m,SEL_3672,4,selumetinib,11.111,D,monocytes,138.84
RIIIS/J,m,SEL_3677,1,selumetinib,100,E,monocytes,114.40
RIIIS/J,m,SEL_3678,2,selumetinib,100,E,monocytes,67.06
RIIIS/J,m,SEL_3679,3,selumetinib,100,E,monocytes,138.84
RIIIS/J,m,SEL_3680,4,selumetinib,100,E,monocytes,138.84
RIIIS/J,m,SEL_3681,1,selumetinib,0,ctrl,"T cells",95.47
RIIIS/J,m,SEL_3682,2,selumetinib,0,ctrl,"T cells",107.19
RIIIS/J,m,SEL_3683,3,selumetinib,0,ctrl,"T cells",96.34
RIIIS/J,m,SEL_3684,4,selumetinib,0,ctrl,"T cells",101.00
RIIIS/J,m,SEL_3689,1,selumetinib,0.046,A,"T cells",99.05
RIIIS/J,m,SEL_3690,2,selumetinib,0.046,A,"T cells",103.93
RIIIS/J,m,SEL_3691,3,selumetinib,0.046,A,"T cells",95.47
RIIIS/J,m,SEL_3692,4,selumetinib,0.046,A,"T cells",103.28
RIIIS/J,m,SEL_3693,1,selumetinib,0.137,B,"T cells",96.99
RIIIS/J,m,SEL_3694,2,selumetinib,0.137,B,"T cells",98.07
RIIIS/J,m,SEL_3695,3,selumetinib,0.137,B,"T cells",100.57
RIIIS/J,m,SEL_3696,4,selumetinib,0.137,B,"T cells",103.50
RIIIS/J,m,SEL_3701,1,selumetinib,1.235,C,"T cells",100.14
RIIIS/J,m,SEL_3702,2,selumetinib,1.235,C,"T cells",103.72
RIIIS/J,m,SEL_3703,3,selumetinib,1.235,C,"T cells",101.11
RIIIS/J,m,SEL_3704,4,selumetinib,1.235,C,"T cells",107.62
RIIIS/J,m,SEL_3709,1,selumetinib,11.111,D,"T cells",96.88
RIIIS/J,m,SEL_3710,2,selumetinib,11.111,D,"T cells",99.38
RIIIS/J,m,SEL_3711,3,selumetinib,11.111,D,"T cells",106.10
RIIIS/J,m,SEL_3712,4,selumetinib,11.111,D,"T cells",105.02
RIIIS/J,m,SEL_3717,1,selumetinib,100,E,"T cells",101.76
RIIIS/J,m,SEL_3718,2,selumetinib,100,E,"T cells",95.90
RIIIS/J,m,SEL_3719,3,selumetinib,100,E,"T cells",107.19
RIIIS/J,m,SEL_3720,4,selumetinib,100,E,"T cells",107.40
SEA/GnJ,m,BEZ_3721,1,BEZ235,0,ctrl,"B cells",98.84
SEA/GnJ,m,BEZ_3722,2,BEZ235,0,ctrl,"B cells",91.87
SEA/GnJ,m,BEZ_3723,3,BEZ235,0,ctrl,"B cells",106.71
